log-TPM	42c__wt_42c	cra_crp__delcra_ac	cra_crp__delcra_fru	cra_crp__delcra_glc	cra_crp__wt_ac	cra_crp__wt_fru	fur__delfur_fe2	fur__wt_fe	ica__ade_glc	ica__arg_sbt	ica__bw_delpurR_cytd	ica__cytd_rib	ica__gth	ica__leu_glcr	ica__met_glc	ica__no3_anaero	ica__phe_acgam	ica__thm_gal	ica__tyr_glcn	ica__ura_pyr	ica__wt_glc	omics__bw_ac	omics__bw_fum	omics__bw_glc	omics__bw_pyr	rpoB__rpoBE546V_glc	rpoB__rpoBE546V_lb	rpoB__rpoBE672K_glc	rpoB__rpoBE672K_lb	rpoB__wt_lb	ssw__wt_ac	ssw__wt_glc	ssw__wt_glyc	ssw__wt_xyl	ytf__delyafC	ytf__delybaO	ytf__delybaQ	ytf__delybiH	ytf__delydcI_ph5	ytf__delydcI_ph8	ytf__delyddM	ytf__delyeiE	ytf__delyheO	ytf__delyiaJ	ytf__delyieP	ytf__wt_glc	ytf__wt_ph5	ytf__wt_ph8
b0014	11.6322231451798	9.88890532269197	11.061905533083799	11.131942143152951	9.240224461289145	10.2373793826239	10.97517805537105	9.914816495025075	10.35763980609645	9.779736243505065	11.30251568101485	10.9004694396905	10.024795565486539	9.66320436973184	10.6265345177773	10.942973989120649	10.47612306727505	10.8003964536733	10.377906286527299	10.229142857825485	10.756176721780434	10.3246331043843	10.7541980762248	10.563652277279399	10.571536040150601	10.540886205445	10.26968148897615	10.41741685457185	10.10906541740675	10.740356935331	11.2452737052071	8.76566880048772	10.5374145394219	10.1968795096005	10.27576692053425	10.6957811198206	10.96826769377495	10.7196909975839	10.4423794434935	10.60600522287095	10.1844544104624	10.128867296984751	10.5170449946051	10.45786312522535	11.1011474062958	11.1368847654508	10.7835464558466	10.77674094848865
b0015	9.24472451909738	7.49840574545634	8.462192435042175	8.588223236791855	7.37195007184605	8.16685769622979	8.49480527375486	7.704767259832325	7.741103300263135	7.167920232423224	8.49991112749391	8.050140438465334	8.95846843126466	6.50957336937511	8.02538050441376	7.799772659651645	8.00677742525297	8.309837936951975	7.8339207924236	7.640924237701515	8.06586566920783	8.2863713047585	8.50473031392908	8.11087864385951	8.435843907037425	8.873106552882	9.064011972747114	9.371639881051646	8.803068094657515	8.565770055783386	8.51268751711432	6.75037222988812	8.59582347083659	7.81638730371479	7.535158981668885	7.815195949594385	8.181940964154196	7.20569407514851	7.522546956981805	7.903991955968269	7.7803304019716	7.683093816141895	7.74524458014932	7.37575316336226	7.989553643826724	7.69245929601577	7.8293106071097505	8.00424411215257
b0016	6.81314985327476	6.032356009129705	6.10050570832394	6.228761818106195	6.615508861879761	6.573666198703711	6.0962594621201145	5.859301021287665	6.298425583774835	5.501414180207875	6.504319380591	5.570300578936836	6.461259646240075	5.89910248825081	6.156525761969485	5.8681756758544505	6.2143454356175845	6.0403717884602095	6.143915137064935	5.95410730967259	6.205024939400907	6.157964837728125	6.2025197377744	6.3505559259604	6.296927076539545	6.49420690468076	6.56087103603504	7.013813813137615	6.157914276146135	6.478258684534101	6.46883660247274	5.73740784541066	6.2986010689335	5.89025005555264	5.868594922176895	5.902090312406755	6.325733357709975	5.511475661683081	6.106090707268575	6.0328328030796	5.958879395400225	6.313408947587424	5.888161169493415	5.8061451732179545	6.029374144218575	5.7851591930760655	6.244820460497995	6.248934514182655
b0018	0.0	2.485787836655115	0.856272869249605	1.66267256576427	1.91875987471213	1.5047431162715514	2.43645140220864	2.5796857134038653	2.0638101610420954	3.045788942965925	2.14750740050873	2.746055262833695	1.818119272768865	1.806516751220605	0.98701840757741	3.249278117128345	0.962714155447811	0.595994294445315	0.0	1.35283108234837	1.1576701495524684	3.528027891782615	3.91883826429297	3.41477203440191	3.024999191122855	2.51263684888371	0.0	0.0	0.811672976371485	0.0	3.05320015439772	0.0	6.73484150718271	5.17158804789159	2.67795449773754	2.36951788786193	2.208005008930225	1.664126284434362	0.759991107504048	1.936338266022575	2.30744132022986	0.4812635263046695	2.49810216656127	1.736668416184675	2.0966694871789997	1.359794875912475	1.23445243587935	1.647227385184995
b0019	6.24857175148527	6.211684741069325	6.75239501779722	6.002327375198066	5.9744765377452005	5.41251195003929	5.947241995697215	5.59646816168919	6.33478348250806	5.958506683971185	6.14698302899467	7.203872602973255	7.323092831163001	5.701785746109845	6.438093615017915	7.0902481779717945	6.067350670505769	6.922723472967441	5.8615268898001744	6.31168074762085	6.029515571555712	5.825351931458449	5.719706888251305	6.013602824565525	6.054004031516035	6.06076088246225	6.619704308416409	5.96872851136353	6.20986078762283	6.950375846774945	8.17466226964679	5.670427053429	7.50670091692695	6.94349796507044	6.9059836248128	6.412262526991195	6.83268795845747	6.39711031661742	6.334007590385685	6.37363701759149	6.688761874206405	6.362094684039835	6.69206857238341	6.57344327756013	6.346101008740315	6.13039751522585	6.84092292342493	6.449944721814035
b0020	5.56376485416032	5.49996000025699	5.996381368737055	5.668989741795615	5.63522621209891	5.324362679208219	5.811778620642385	5.684298538670291	5.61817122675801	5.01330059398963	5.385875153247939	5.909818640487025	6.374747038431355	5.19004632199834	5.19755394853158	6.13175435568046	5.02693262242997	5.54650641538082	5.08253835955116	5.387171954199616	5.240740080840248	5.9569570088387	5.492562485171815	5.8040102730098155	5.877761203041924	6.18060758174702	5.6625811465775495	5.17473158107553	5.392733488784935	5.670056738907115	6.35675853298886	5.92526878575249	6.64777436417976	5.90231577053734	6.23207678783968	6.04149228620875	6.061125910259235	5.949885584640224	5.705574635780595	5.776221817256195	6.187829578108195	6.09492496307511	6.0556692161414905	6.34883879614298	6.117191848361745	5.639790020082065	6.027172852299005	5.834510378829845
b0021	2.68330245311897	2.3916096023823	2.31473575863875	1.971337040513415	2.076220356579795	1.8669819514817498	2.280642280020075	1.949256120550615	2.231243271184255	2.78394145043334	2.029867244350755	2.316734396273335	2.14406659819229	1.7942650924700398	1.73786575389172	2.3487262054263	1.86776386077173	2.1815688550346453	1.747865170711535	1.69793720462479	1.7802288973235	2.47645133263186	1.998860172483035	2.6697813507588997	1.671189519514925	2.48247853351975	2.20940664286167	3.57955839291201	1.537408681338365	2.125945216587155	2.34115556141674	1.39313226244789	4.67193072033	4.58541091025591	2.3516799628863954	2.4562597185852	1.928542830250205	1.68275492759065	2.2259030033901848	1.699855525766915	2.228795489994865	2.3004370868665402	2.6877450559745153	2.14285378619466	2.7962960905611354	1.54268877478563	1.97652476808556	0.73269314891762
b0022	2.10289821849956	2.9336828067761997	2.48520855985692	2.1162363478588553	2.642703981209695	2.700487424307095	3.862957838908905	3.5700338539841496	3.02832821392218	2.1981581571639053	3.095196239960595	1.92783738013513	2.523608687979635	2.693545876728965	1.06220516384945	2.997585731927765	2.559940115058435	2.02174633183594	1.58758051759945	2.17933169943701	2.2631313570282483	4.082822697326375	3.95276482855109	3.928135659357655	3.6385716342516803	5.10692430692813	1.027170474703245	2.894772149408575	0.68510454461575	0.0	2.2349179971294	3.98424701969482	4.23726172130247	5.0622967197773	2.939383669160045	3.137597119441075	2.838551944558665	3.1374866690348098	2.709481986236565	2.273721407245895	2.781601167577015	2.67792524469224	3.36752130581299	2.829590964135455	3.39966771928118	2.308101539195655	1.85638884518489	2.856550133522215
b0023	9.52790762431174	9.22422700548525	9.971722988040096	10.3478798659287	9.3507941885079	9.28169858758313	11.45933684468045	11.631846262267	11.8961432948544	8.81093262163283	11.53759786925305	7.53133997812194	9.86342449692799	10.5324528854971	10.917606205815	10.6111483710566	10.54007538761675	9.54850009335572	10.29082514500135	10.3488797167988	10.769978418693633	10.6967581995434	12.1661692659777	12.56814797062015	11.4461977909321	11.6108838563359	9.565816977051782	10.539759785641149	10.71633085524455	8.86552756609226	11.1410388013965	11.4032434559302	9.96816009973991	10.5155114338253	9.653792221589626	9.546802316022395	11.0775353491533	8.96781353792285	10.588739437631649	10.4950394383344	10.49785616937955	10.002350394414735	9.631751343598465	9.28596635956041	9.62533009195463	9.509693521671405	10.539401429998449	10.394969587107251
b0025	8.84510341280954	8.4857917242438	8.734028612518745	8.57023048693215	8.43297878351093	8.43104373898128	8.35181130210727	8.270900022438845	8.668916900781936	7.44863939520056	8.846964812066	7.30030868758338	8.152479307461965	8.101518020475	8.20488490366456	8.548031191505366	8.387741227507284	8.410570849117425	8.127208668982721	8.17266375960107	8.259869335960849	8.502216118199069	8.59146365386986	8.900400070938964	8.729066807038134	8.55425342352753	8.758543863440046	8.59645001445466	8.666148165390894	8.28877472316576	8.38707924164869	8.47902261590997	7.74145778398658	8.62670995904955	8.317917317468515	8.507766633020644	8.40017097125234	8.109886947873715	8.21190502545581	8.381104731469744	8.588212267841975	8.524586931376605	8.338941038073065	8.27795878474928	8.590455829941689	8.14725976216336	8.401183569199855	8.367109608735099
b0026	10.4620321386185	9.342147871661936	10.02519731735407	9.81467042963898	9.624405616419576	9.96427640019823	9.515457256157934	9.348359535278636	8.890283576936834	10.23144430915845	9.799360259268244	8.36494057851617	9.467403826627555	10.1407861816714	9.437090338783374	9.377455486457709	9.55361806792128	9.611411520916565	9.52249937300404	9.38025277784795	9.440872870373115	9.17203214284828	9.080719787964721	9.217038799769595	9.203315619497085	9.48177275984649	10.0168983757513	9.94601524790903	9.8404443877321	9.53839309216961	8.72637560021014	9.68237181644853	8.90084277437015	9.26346986731074	9.12729072104134	9.275155215277344	9.502093364391929	9.369301220917606	9.449917410445199	9.422224714117686	9.75484397676359	9.734389466960799	9.262511917231365	9.189699084861076	9.520690185265366	9.477189076743535	9.469792083166396	9.428745403562079
