log-TPM	fur__wt_fe	omics__bw_ac	omics__bw_fum	omics__bw_glc	omics__bw_pyr	cra_crp__wt_ac	cra_crp__wt_fru	rpoB__wt_lb	42c__wt_42c	ssw__wt_ac	ssw__wt_glc	ssw__wt_glyc	ssw__wt_xyl	ica__wt_glc	ica__arg_sbt	ica__cytd_rib	ica__gth	ica__leu_glcr	ica__met_glc	ica__no3_anaero	ica__phe_acgam	ica__thm_gal	ica__tyr_glcn	ica__ura_pyr	ica__ade_glc	ytf__wt_glc	ytf__wt_ph5	ytf__wt_ph8
b0014	9.914816495025075	10.3246331043843	10.7541980762248	10.5636522772794	10.5715360401506	9.240224461289143	10.2373793826239	10.740356935331	11.6322231451798	11.2452737052071	8.76566880048772	10.5374145394219	10.1968795096005	10.756176721780434	9.779736243505065	10.9004694396905	10.02479556548654	9.66320436973184	10.6265345177773	10.942973989120649	10.47612306727505	10.8003964536733	10.3779062865273	10.229142857825485	10.35763980609645	11.1368847654508	10.7835464558466	10.77674094848865
b0015	7.704767259832325	8.2863713047585	8.50473031392908	8.11087864385951	8.435843907037425	7.37195007184605	8.16685769622979	8.565770055783386	9.24472451909738	8.51268751711432	6.75037222988812	8.59582347083659	7.81638730371479	8.06586566920783	7.167920232423224	8.050140438465334	8.95846843126466	6.50957336937511	8.02538050441376	7.799772659651645	8.00677742525297	8.309837936951975	7.8339207924236	7.640924237701515	7.741103300263135	7.69245929601577	7.8293106071097505	8.00424411215257
b0016	5.859301021287665	6.157964837728125	6.2025197377744	6.3505559259604	6.296927076539545	6.615508861879761	6.573666198703711	6.478258684534101	6.81314985327476	6.46883660247274	5.73740784541066	6.2986010689335	5.89025005555264	6.205024939400907	5.501414180207875	5.570300578936836	6.461259646240075	5.89910248825081	6.156525761969485	5.8681756758544505	6.2143454356175845	6.0403717884602095	6.143915137064935	5.95410730967259	6.298425583774835	5.7851591930760655	6.244820460497995	6.248934514182655
b0018	2.5796857134038653	3.528027891782615	3.91883826429297	3.41477203440191	3.024999191122855	1.91875987471213	1.5047431162715514	0	0	3.05320015439772	0	6.73484150718271	5.17158804789159	1.1576701495524684	3.045788942965925	2.746055262833695	1.818119272768865	1.806516751220605	0.98701840757741	3.249278117128345	0.962714155447811	0.595994294445315	0	1.35283108234837	2.0638101610420954	1.359794875912475	1.23445243587935	1.647227385184995
b0019	5.59646816168919	5.825351931458449	5.719706888251305	6.013602824565525	6.054004031516035	5.9744765377452005	5.41251195003929	6.950375846774945	6.24857175148527	8.17466226964679	5.670427053429	7.50670091692695	6.94349796507044	6.029515571555712	5.958506683971185	7.203872602973255	7.323092831163001	5.701785746109845	6.438093615017915	7.0902481779717945	6.067350670505769	6.922723472967441	5.8615268898001744	6.31168074762085	6.33478348250806	6.13039751522585	6.84092292342493	6.449944721814035
b0020	5.684298538670291	5.9569570088387	5.492562485171815	5.8040102730098155	5.877761203041924	5.63522621209891	5.324362679208219	5.670056738907115	5.56376485416032	6.35675853298886	5.92526878575249	6.64777436417976	5.90231577053734	5.240740080840248	5.01330059398963	5.909818640487025	6.374747038431355	5.19004632199834	5.19755394853158	6.13175435568046	5.02693262242997	5.54650641538082	5.08253835955116	5.387171954199616	5.61817122675801	5.639790020082065	6.027172852299005	5.834510378829845
b0021	1.949256120550615	2.47645133263186	1.998860172483035	2.6697813507588997	1.671189519514925	2.076220356579795	1.8669819514817496	2.125945216587155	2.68330245311897	2.34115556141674	1.39313226244789	4.67193072033	4.58541091025591	1.7802288973235	2.78394145043334	2.316734396273335	2.14406659819229	1.7942650924700398	1.73786575389172	2.3487262054263	1.86776386077173	2.1815688550346453	1.747865170711535	1.69793720462479	2.231243271184255	1.54268877478563	1.97652476808556	0.73269314891762
b0022	3.5700338539841496	4.082822697326375	3.95276482855109	3.928135659357655	3.63857163425168	2.642703981209695	2.700487424307095	0	2.10289821849956	2.2349179971294	3.98424701969482	4.23726172130247	5.0622967197773	2.2631313570282483	2.1981581571639053	1.92783738013513	2.523608687979635	2.693545876728965	1.06220516384945	2.997585731927765	2.559940115058435	2.02174633183594	1.58758051759945	2.17933169943701	3.02832821392218	2.308101539195655	1.85638884518489	2.856550133522215
b0023	11.631846262267	10.6967581995434	12.1661692659777	12.56814797062015	11.4461977909321	9.3507941885079	9.28169858758313	8.86552756609226	9.52790762431174	11.1410388013965	11.4032434559302	9.96816009973991	10.5155114338253	10.769978418693633	8.81093262163283	7.53133997812194	9.86342449692799	10.5324528854971	10.917606205815	10.6111483710566	10.54007538761675	9.54850009335572	10.29082514500135	10.3488797167988	11.8961432948544	9.509693521671403	10.539401429998447	10.394969587107251
b0025	8.270900022438845	8.502216118199069	8.59146365386986	8.900400070938964	8.729066807038134	8.43297878351093	8.43104373898128	8.28877472316576	8.84510341280954	8.38707924164869	8.47902261590997	7.74145778398658	8.62670995904955	8.259869335960849	7.44863939520056	7.30030868758338	8.152479307461965	8.101518020475	8.20488490366456	8.548031191505366	8.387741227507284	8.410570849117425	8.127208668982721	8.17266375960107	8.668916900781936	8.14725976216336	8.401183569199855	8.367109608735099
b0026	9.348359535278636	9.17203214284828	9.08071978796472	9.217038799769597	9.203315619497085	9.624405616419576	9.96427640019823	9.53839309216961	10.4620321386185	8.72637560021014	9.68237181644853	8.90084277437015	9.26346986731074	9.440872870373116	10.23144430915845	8.36494057851617	9.467403826627557	10.1407861816714	9.437090338783374	9.377455486457707	9.55361806792128	9.611411520916564	9.52249937300404	9.38025277784795	8.890283576936834	9.477189076743535	9.469792083166396	9.42874540356208
