log-TPM	count	mean	std	min	25_percentile	50_percentile	75_percentile	max	cv	noise	lin_slope	lin_r	spearmans_rho
b0791	48.0	5.6858827696818155	1.1688879631842561	4.04914852183912	4.82383119299017	5.37323510324725	6.299735895471548	9.123272543110845	0.20557721826714123	0.04226199267045583	-0.007311355691797368	-0.028975819759344466	-0.3504886076124265
b0792	48.0	4.392086204386843	0.6867934433142828	3.0896462058218903	4.044580840646577	4.3932600516874425	4.604760908541614	7.958844940299	0.15637066563682406	0.02445178507170343	-0.04276571576192487	-0.0995833697536425	-0.09674267329079057
b0793	48.0	4.545821759146173	0.6991862451143716	3.38171154674862	4.1351618812371616	4.504684642997963	4.793068071410948	8.15605615967087	0.15380854819210893	0.0236570694969643	0.039397075643907396	0.09339460611546432	0.03664495200408734
b0794	48.0	5.84852718126001	0.7757231549635745	4.790320335013215	5.38622270435461	5.822350087209265	6.0272594651450655	10.127442189987828	0.1326356415764237	0.017592213416389543	0.044589821713317795	0.1172755351948979	0.1907709056923895
b0795	48.0	6.112125766494486	0.9433506305010889	4.757542215308475	5.501754675689236	6.13645972765074	6.447883823704318	11.142703936723699	0.15434084090225336	0.023821095170414683	0.027011487747710033	0.08639459670612495	0.13843648534877437
b0796	48.0	5.510776209370722	0.999622971358464	0.3220251071895635	5.041895592364927	5.691226147084381	6.104406436042487	7.13272147967054	0.18139422349589684	0.032903864317679374	-0.0057029434592514	-0.019328592324606902	-0.027361564163051882
b0797	48.0	5.405882646842418	0.991178530678166	2.4667350409093	4.704215595374756	5.583717292295508	6.04373832548057	7.7957187568932	0.18335184010276553	0.0336178972690701	0.059141487288289905	0.19875088034156121	0.3179696057599104
b0798	48.0	3.296734889443782	0.8945982279320199	1.501864943584105	2.720377103371348	3.1139587428746327	3.78421246518356	6.75924059304612	0.271358862005114	0.0736356319887105	-0.06643894583659002	-0.20151886068585195	-0.18539631273179005
b0799	48.0	4.758644668920955	0.5175994195327496	4.14787658438323	4.419862461148352	4.6466885991758025	4.8990514862361065	6.82840480075821	0.10877034440357103	0.011830987821671456	0.03149471080548497	0.05527087475046416	-0.10977198955891052
b0800	48.0	7.558892456430314	0.5715366552557459	6.46140702366766	7.014951384083012	7.531667270868573	8.00500848217262	8.633217595830335	0.07561116374523127	0.005717048082908176	-0.005528284719470984	-0.010712711853547625	0.08849077298764794
b0801	48.0	8.408022378969653	0.5820160997721734	7.01842558356731	7.9266530233516175	8.507385868437517	8.875381923776793	9.35772830236897	0.06922152124950642	0.004791619004095869	-0.0377573315692924	-0.07450771155523163	0.18479913573616782
b0802	48.0	4.467969012125993	1.1689509317144184	0.738871591672535	3.878349002029031	4.468410954162913	5.261188416432987	7.62653605106679	0.2616291492939869	0.06844981176029528	-0.09770125316262271	-0.38722318091291036	-0.22269273054928335
b0803	48.0	4.492760523085771	1.5263282855601368	1.32025086562249	3.7631564311507324	4.579107460082643	5.231399053671087	7.86580272225721	0.3397306127751955	0.11541688925660984	-0.07855198512037562	-0.406508892028837	-0.33409338464170885
b0804	48.0	4.368790368937727	1.7974003747410512	1.96879993887989	3.1397955249077434	3.7208522518913654	4.940639502208276	8.907851722864915	0.41141831558699615	0.16926503040044116	-0.0415594644290392	-0.2532676395012314	-0.28165038666252606
b0805	48.0	5.998451041420352	2.3411667941181644	2.2593165824887853	4.527418378708116	5.50530657214351	7.037620189179796	11.14429757136735	0.3902952242090498	0.15233036204039244	-0.012022574301746327	-0.09543216094551707	-0.056460370495186415
b0806	48.0	4.143294491075927	1.393235802927284	0.738871591672535	3.0744366634562903	4.2893716206415	4.897382022602969	7.79301342702156	0.3362627990668097	0.11307267003624565	-0.0862670313230355	-0.4075063794253363	-0.3794245474912095
b0807	48.0	5.933978080785884	0.5282055808432091	4.119889885297365	5.6859314484105	6.074735383763556	6.339080960652886	6.638144265390515	0.08901373979683704	0.00792344587261901	0.0634432507680943	0.11361962347981386	0.2275244353320445
b0808	48.0	3.921740960619522	0.8668215899816114	1.382680970917201	3.4296573167789974	4.093503955676255	4.515768591865745	5.705327778962315	0.22102979230037637	0.04885416908434751	-0.09783769760665971	-0.28754172667447564	-0.21682953822862938
b0809	48.0	8.227483808977283	0.6267448719995087	6.947154050333555	7.750205235455235	8.22854349314146	8.680283951666699	9.82764579218393	0.07617698029568243	0.005802932326968788	0.03380493891340183	0.07183496381087977	-0.03881650471544066
b0810	48.0	8.095629291557449	0.606697909907169	6.649705416031345	7.684603266734979	8.078564909524125	8.47118567137792	9.414272716130085	0.07494141444197126	0.0056162155985632995	0.012004518739650423	0.024693473563547827	-0.04875135836988211
b0811	48.0	9.858076486541382	0.7681043146129932	8.22717971168898	9.304436668213768	9.720666683021028	10.367343450571887	11.4559354329414	0.07791624620296243	0.0060709414223606584	-0.025070989437815445	-0.06529149473349014	-0.07589576726179867
b0812	48.0	10.539779211639337	1.4401392445533179	7.261077360082725	9.53509139070962	10.762067417026774	11.532095383332239	13.4305959990455	0.13663846420643583	0.018670069900693444	-0.029216066537682512	-0.14265636800208936	-0.0759500560795825
b0813	48.0	4.084555425664171	0.4154277959188499	3.1686050931054	3.833873488277665	4.066284397716474	4.3938618018485	4.936538160728955	0.10170697973851071	0.01034430972752983	0.08599648152327513	0.12112705739428291	-0.00542888177838331
b0814	48.0	11.461538438132614	0.8103306916257196	9.682063587362205	10.689653164974487	11.604984658597374	12.130324004477712	12.642734137416301	0.07069999337346757	0.004998489063008358	0.07797075642224738	0.21421948374385233	0.22975027686118166
b0815	48.0	4.437057007352337	0.5674756943806786	2.70483094431365	4.098630054405207	4.419729878856833	4.714622358802204	6.42456792744129	0.12789461425452825	0.016357032355314577	-0.049304709477802404	-0.09486381839850647	0.062106407544705054
b0817	48.0	6.384519755459665	0.5995575119654529	5.37769399576899	5.85963705990947	6.4234009961425675	6.669609953826478	7.89584383870036	0.09390800481943011	0.008818713369166108	-0.08808284668451212	-0.17905527630451595	-0.12144408538243463
b0818	48.0	4.478555157011352	0.48403086304481874	3.622036603267515	4.087662811535172	4.519431738708683	4.759940471158492	5.75431810630371	0.10807745937594396	0.011680737225158815	0.022863882453716133	0.037522171618736444	0.005863192320653974
b0819	48.0	8.596830989740571	0.4150459952216706	7.112556521531134	8.398054020096824	8.66456927205314	8.860626460054768	9.234671638186825	0.04827895252529509	0.002330857256939697	0.024226853115115014	0.034092446409545944	0.12643865661854728
b0820	48.0	7.698137044959039	0.3653930449466866	6.69833705485561	7.488857568439028	7.713922389098215	7.8823856042105565	8.731629993359807	0.04746512601850294	0.0022529381879523645	0.40275389852322396	0.49895911648679586	0.3724755788148788
b0821	48.0	5.053205218654248	0.8188740243085616	3.57689872362614	4.311950465442171	4.9604322099247	5.86361624554143	6.43356268786021	0.16205041926372452	0.026260338383548902	0.11358278144830515	0.3153512284596146	0.3594462625467589
b0822	48.0	6.507257484358981	0.666098022400692	4.81318267668591	6.158058874825301	6.667967324876097	6.916545473471456	7.584432501728975	0.10236232760141167	0.010478046111978726	0.017961054509813158	0.04056345207748543	0.3098805719101193
b0823	48.0	2.7475723640811123	0.6768784260574363	1.279544479914545	2.3112228678700912	2.7674132078064124	3.1767143580133865	4.312357844867005	0.2463550860047353	0.060690828400400534	-0.1117967874630489	-0.25656944148532235	-0.263463632704942
b0824	48.0	0.9741063353287669	0.5897304461645371	0.0	0.6269232062172858	0.8101522290704648	1.1014447581986087	2.72830085000248	0.6054066427619521	0.36651720310029784	-0.041641815287219615	-0.08326224867264818	-0.05461455069053609
b0825	48.0	3.7138043152635265	0.5940212776251595	2.561437714382865	3.316113469637358	3.7077523597838047	4.069124756829195	4.84707427103857	0.1599495361626259	0.02558385411863917	-0.030312963471131184	-0.06105135822423104	0.029695983327756702
b0826	48.0	5.882265782701783	0.42674466622825374	5.166118159421515	5.623966017319262	5.831648201641061	6.0322626889932405	7.432671180268194	0.07254766819330045	0.005263164160285219	-0.00880622629959751	-0.012741567986198877	0.1712812201079934
b0827	48.0	6.348805049005688	0.40037854717497307	5.404974769404535	6.056772793275927	6.3990154266960975	6.630390652768403	7.80384404852306	0.06306360710157229	0.003977018540661478	0.09712119339008893	0.1318407734338217	0.22404995099387917
b0828	48.0	8.642947945609908	0.7699636539407437	6.41641860930241	8.282064493950614	8.563790261154086	9.192252495938831	10.7327950514643	0.08908576781743067	0.007936274027621166	-0.08548229186895441	-0.2231574113557812	-0.12540716908065444
b0829	48.0	7.737896276778393	0.5734024230840294	6.3729801966255	7.507885309066018	7.758091257577963	8.049946767950651	9.246001066932354	0.07410314154828147	0.005491275587324639	-0.15978657531922624	-0.3106452698743398	-0.21889251330441506
b0830	48.0	7.245040460328814	0.48342162070050326	5.94052244767445	7.107675569000855	7.2764978949177745	7.446151668301821	8.21521388034006	0.0667244887516561	0.004452157399169881	-0.2979325229137709	-0.48832495289544764	-0.2856134703607459
b0831	48.0	6.056166488838612	0.5348959939964048	4.357622065178665	5.83780251003177	6.099076310962339	6.360417300567279	6.938448626564069	0.08832253785991631	0.007800870694016349	-0.2718642172879785	-0.4930447372299829	-0.35331162613718575
b0832	48.0	4.68318275476727	0.6479107880732675	3.162030338488745	4.180355714699592	4.771958437817824	5.144455590703442	6.104884784405311	0.13834838869222504	0.01914027665373498	-0.20512481988632822	-0.4506074383622354	-0.3244842638939704
