locus_tag,GCI,gene_name
b0761,0.003655468466357346,modE
b0766,0.31805709685212463,ybhA
b0772,0.2430188247846197,ybhC
b0781,0.012375816480501317,moaA
b0783,0.0075852209443757635,moaC
b0785,0.07382148811065772,moaE
b0794,0.08235110967565876,ybhF
b0795,0.029890282264756256,ybhG
b0796,0.06260361144076536,cecR
b0797,0.14014084630874787,rhlE
b0799,0.12807096710435248,dinG
b0800,0.030437474189487817,ybiB
b0807,0.09904249603665767,rlmF
b0814,0.20803741635150635,ompX
b0820,0.1942429654750244,ybiT
b0821,0.05453041049208078,ybiU
b0822,0.056876309673244065,ybiV
b0824,0.140021690140966,ybiY
b0825,0.15297307968708027,fsaA
b0826,0.09742992685038121,moeB
b0827,0.31400897565006364,moeA
b0840,0.024813557154034587,deoR
b0843,0.05359970179300963,ybjH
b0844,0.0625948315050622,ybjI
b0845,0.21462667627274057,ybjJ
b0850,0.08658971057461592,ybjC
b0851,0.12528238058147886,nfsA
b0852,0.27845769827570005,rimK
b0872,0.17328961928265266,hcr
b0873,0.037251336128949576,hcp
b0876,0.03585613889532622,ybjD
b0877,0.466623196791629,ybjX
b0886,0.09668236487899672,cydC
b0887,0.07901794814249209,cydD
b0888,0.32134046279871403,trxB
b0893,0.5975909145930732,serS
b0894,0.3634813423869109,dmsA
b0895,0.26698795651395146,dmsB
b0896,0.16138531442812382,dmsC
b0902,0.11540837039128901,pflA
b0903,0.10725361448524959,pflB
b0905,0.27054840304584576,ycaO
b0911,0.04324062469816964,rpsA
b0918,0.27100622612486963,kdsB
b0919,0.163273449536849,ycbJ
b0921,0.062378005640559515,cmoM
b0922,0.18892158315290916,mukF
b0924,0.44915643193877364,mukB
b0928,0.3133047447102996,aspC
b0930,0.05435481915849636,asnS
b0948,0.17247455478086413,rlmL
b0949,0.1049302113340362,uup
b0956,0.2408175103368107,matP
b0957,0.2761261984442052,ompA
b0962,0.12722851259539109,helD
b0963,0.013709738217675111,mgsA
b0967,0.03427072783989978,rlmI
b0983,0.029572434427107875,gfcE
b0987,0.0021160136403308915,gfcA
b0990,0.09903219681475808,cspG
b0991,0.18794177096457038,ymcE
b0992,0.04389389042334728,yccM
b0993,0.08278508844697496,torS
b1014,0.1994358319770531,putA
b1015,0.03271288248088941,putP
b1033,0.44610564385736284,ghrA
b1034,0.36334168941180034,ycdX
b1035,0.3165324627889898,ycdY
b1053,2.8894463213489445e-5,mdtG
b1054,0.34418856889187094,lpxL
b1068,0.13725377140836698,yceM
b1084,0.339927648986993,rne
b1088,0.038940518547303814,yceD
b1092,0.2601474706383536,fabD
b1093,0.1039583972458734,fabG
b1095,0.5940622762337343,fabF
b1097,0.07446255736751044,mltG
b1101,0.371717225606831,ptsG
b1105,0.05033372202054437,lpoB
b1109,0.28526660716466645,ndh
b1114,0.07278069331448184,mfd
b1127,0.13450079859745329,pepT
b1161,0.010031270101947988,ycgX
b1185,0.05645833309118187,dsbB
b1186,0.3408824070595049,nhaB
b1189,0.08835480669786712,dadA
b1190,0.06307856796494637,dadX
b1192,0.026405620664299388,ldcA
b1200,0.014228110019810737,dhaK
b1203,0.3663670952307867,ychF
b1206,0.36673187908736476,dauA
b1209,0.02968420340316262,lolB
b1210,0.2207640680401232,hemA
b1211,0.45860162940337185,prfA
b1212,0.405492597355252,prmC
b1215,0.21393974930191806,kdsA
b1216,0.11986570461402148,chaA
b1221,0.5151836657352881,narL
b1222,0.2589095759264621,narX
b1223,0.15414720280653516,narK
b1224,0.18716666189903233,narG
b1232,0.09662053175337247,purU
b1241,0.2738921636983626,adhE
b1243,0.10195945427004671,oppA
