locus_tag,mean_exp,gci,gene_name
b0831,5.968905974866521,-0.5646497152276798,gsiC
b0835,6.694960705607106,-0.06313485736879855,rimO
b0836,6.913080788169132,-0.10718958248520832,bssR
b0838,7.389601787214845,-0.5022446642299696,gstB
b0839,7.703832088471395,-0.2993709862961747,dacC
b0840,6.819192961836783,-0.10018946521655864,deoR
b0841,5.908281576524832,-0.278488449828514,ybjG
b0844,6.045554740608309,-0.05302787697513495,ybjI
b0847,5.981067463692208,-0.20115225265457323,ybjL
b0853,7.114125201234538,-0.11569432539884558,ybjN
b0854,7.222356619917553,-0.5403912225622391,potF
b0855,5.856116133860586,-0.4503513980406062,potG
b0861,6.332541420486583,-0.21328168675735815,artM
b0862,6.529854250398402,-0.08908805988961756,artQ
b0863,8.393999613843672,-0.1764876289685235,artI
b0864,7.493847858698297,-0.16814034671053474,artP
b0865,7.28826795204992,-0.26703898873855153,ybjP
b0866,6.25502235817321,-0.35145983125547814,ybjQ
b0867,6.5950570676190745,-0.11829923862162624,amiD
b0868,6.025368048000888,-0.3089566512426104,ybjS
b0869,5.919101778660009,-0.443683418183688,ybjT
b0870,7.19765623079817,-0.17809660833943683,ltaE
b0871,6.420245605436804,-0.48986585795915144,poxB
b0874,5.915990579879173,-0.2414928589717126,lysO
b0876,5.603095138756217,-0.02991685202093627,ybjD
b0878,6.142518584138334,-0.11651265953904896,macA
b0880,8.663346559838887,-0.5614538090176298,cspD
b0881,6.940343414209816,-0.4036649490347425,clpS
b0882,9.4496172974683,-0.23180907676079415,clpA
b0884,9.05828588405647,-0.26888916623187736,infA
b0885,6.309011555028719,-0.3152240019198719,aat
b0889,9.918957861195778,-0.14971952675430866,lrp
b0890,7.693676498399806,-0.1578238122460309,ftsK
b0892,6.669290734121464,-0.08709382485354085,rarA
b0897,6.687632224809104,-0.5882569029348133,ycaC
b0898,5.9583070008000805,-0.4486694861561232,ycaD
b0907,10.57193690881242,-0.17502176795535362,serC
b0910,6.849854118041327,-0.18606300947784116,cmk
b0912,9.846399265139617,-0.2500775251356315,ihfB
b0914,7.411181177594066,-0.21154043462494251,msbA
b0915,6.153098235866921,-0.03340340858648668,lpxK
b0921,7.104602991778223,-0.1051234491775124,cmoM
b0922,6.423215804790975,-0.02787247680581424,mukF
b0923,7.234886397366823,-0.1721688522324172,mukE
b0926,8.584850077879917,-0.5092504023813466,ycbK
b0927,8.371133289689789,-0.4783378800454274,gloC
b0929,13.37106113800106,-0.12409941248305308,ompF
b0931,8.958437871653663,-0.2901071801999242,pncB
b0932,7.444783347411721,-0.1731743860502448,pepN
b0945,6.991892406926578,-0.05926287095111497,pyrD
b0946,6.088477903626145,-0.3661083171067743,zapC
b0947,6.703462596314622,-0.2185219710503341,ycbX
b0951,5.947773753785265,-0.05610570150973448,pqiB
b0952,5.839019265036412,-0.2595675993336775,pqiC
b0953,9.43676686112199,-0.6729830066819888,rmf
b0954,10.24425027161705,-0.3748069244388673,fabA
b0955,7.018047976924842,-0.13034030915453312,ycbZ
b0958,6.380526643179132,-0.2567678464062955,sulA
b0963,9.036001085799503,-0.0184568484724137,mgsA
b0965,7.070401344005744,-0.4339260521306718,yccU
b0966,7.451167003786736,-0.35432237132333766,hspQ
b0970,9.493673042119038,-0.18554511630222636,yccA
b0999,5.923157211126994,-0.3555827159904032,cbpM
b1000,7.457799694269248,-0.18708998136173463,cbpA
b1002,6.772335766180541,-0.5200544296869816,agp
b1003,7.365874038733429,-0.37046864430598825,yccJ
b1004,8.467006552453006,-0.30137435292338943,wrbA
b1015,6.518819963744385,-0.08022479081471087,putP
b1018,7.260610736919803,-0.10118395729763756,efeO
b1019,6.3919395189131745,-0.10415221682021598,efeB
b1020,6.154716783788681,-0.5337359484411244,phoH
b1027,5.612536558518353,-0.1735474211075927,insE-4
b1048,8.328043153096568,-0.2087182836099226,opgG
b1049,7.594913315258995,-0.17937222379238432,opgH
b1051,7.316077292065755,-0.48538730332914953,msyB
b1055,7.182566639625115,-0.3062927070604911,yceA
b1056,6.556395196609279,-0.264341465171393,yceI
b1059,7.484926981314572,-0.0738396226658677,solA
b1062,8.504398678166767,-0.13460486181071613,pyrC
b1063,6.539940587457471,-0.1635420716390102,yceB
b1064,8.17241184938328,-0.5056376076937118,grxB
b1067,7.033054229766339,-0.02964532401899755,yceH
b1076,5.974572878781068,-1.4413727913217e-4,flgE
b1083,5.873160149182204,-0.02446375722103475,flgL
b1086,6.761757049330418,-0.3606109314979872,rluC
b1087,7.868932959462654,-0.3974575394949093,yceF
b1088,10.934424846293584,-0.07638632151307109,yceD
b1090,7.7182937686151565,-0.4599064034026962,plsX
b1091,8.493860870921145,-0.15039127605161862,fabH
b1094,12.289694666036278,-0.08966580116025888,acpP
b1098,6.732745707901731,-0.07564762968498735,tmk
b1100,7.0335948412916824,-0.4523408251608592,ycfH
b1103,8.238395084210335,-0.17547510032448613,hinT
b1104,7.661769142022725,-0.33907526707442315,ycfL
b1106,5.659298475878614,-0.3731878054930051,thiK
b1107,6.824887579099632,-0.2046743789534682,nagZ
b1111,6.372716751586716,-0.17339330618868695,comR
b1116,6.8742893642956835,-0.3010170844137463,lolC
b1117,6.666395536590412,-0.1376083425677039,lolD
b1118,6.954634386312602,-0.5278766802270312,lolE
b1119,7.035284564159469,-0.33340442843615925,nagK
b1120,7.234167624434999,-0.146614844459467,cobB
b1123,9.099655534666862,-0.252719578611498,potD
b1124,5.9522058420282145,-0.3425501757493666,potC
b1126,6.932927767692758,-0.2261058167192024,potA
b1128,8.37802585179406,-0.15028015609162876,roxA
b1129,6.805999259340428,-0.41911885339631255,phoQ
b1130,8.227024154126008,-0.23971270336902076,phoP
b1132,7.530868665720326,-0.04061763931865133,hflD
b1133,8.156625202949302,-0.2601302110313256,mnmA
b1135,5.8984548708787665,-0.46008037144870073,rluE
b1136,12.053775224555668,-0.243803093854862,icd
b1143,6.221972818608417,-0.12100238705377962,ymfI
b1145,7.482044991120141,-0.19446251255104477,ymfK
b1162,6.901350622692553,-0.5854640598638446,bluR
b1174,7.711336174957683,-0.1964570541680604,minE
b1175,9.241833206699049,-0.315567548465634,minD
b1176,8.374406896252177,-0.1594208653558759,minC
b1179,7.070718684627969,-0.1785390365919391,ycgL
b1180,7.064864188071453,-0.04894211938348598,ycgM
b1181,6.551676649142108,-0.6101442147110241,ycgN
b1187,7.242700577808987,-0.24283278933989225,fadR
b1188,6.289148185943444,-0.5422627869142894,ycgB
b1189,7.363482379107512,-0.08049181625884196,dadA
b1190,6.555234690701154,-0.11693848787611948,dadX
b1193,6.842938048023993,-0.31466567306366444,emtA
b1204,6.7248506187639,-0.24823714335406477,pth
b1205,6.284259003482621,-0.27345580639903405,ychH
b1207,9.853911166675212,-0.22259252727913853,prs
b1208,7.078987995574882,-0.2240451323680853,ispE
b1214,7.209625434864247,-0.19362604210182677,ychA
b1218,5.718168312981987,-0.49284952223895245,chaC
b1219,7.574191389647075,-0.3066582061551222,ychN
b1233,6.047486820326914,-0.2213546249683946,ychJ
b1234,6.697205078965334,-0.5009651021917344,rssA
b1235,6.47369106661035,-0.5182292973744517,rssB
b1236,8.748079226966631,-0.02281924845747405,galU
b1238,6.2027205893723965,-0.25069352553085367,tdk
b1248,7.513523150585581,-0.08521645475153426,yciU
b1251,8.002444388090414,-0.3298705401005628,yciI
b1252,8.096596087875769,-0.36580718687066327,tonB
b1253,6.610217240903906,-0.21865408711981965,yciA
b1254,6.833501302135876,-0.2905913822124132,yciB
b1255,6.723749655114921,-0.15225838084941243,yciC
b1266,6.391274773711503,-0.274012212118889,yciV
b1267,7.149400193830926,-0.24363020616782155,yciO
b1269,7.360155212162167,-0.07457790288177542,rluB
b1270,6.248323785802082,-0.23849379439569188,btuR
b1272,7.402857565439031,-0.09169815487566547,sohB
b1273,6.995888019378935,-0.00654655590171112,yciN
b1274,8.294911856903003,-0.14354818016394277,topA
b1276,7.414423153697814,-0.4356780117022634,acnA
b1278,5.848478994542715,-0.4268933349825362,pgpB
b1279,6.83358735601672,-0.348197012515217,lapA
b1280,6.951457916958502,-0.42878599509558374,lapB
b1281,6.7918589702597325,-0.2367653447491281,pyrF
b1282,6.040646649473938,-0.19741972612450212,yciH
b1284,7.134378776447212,-0.0894591343152143,yciT
b1287,6.729492616564529,-0.40414136542031703,yciW
b1290,5.736556794325831,-0.07566638860433109,sapF
b1291,6.428682632490205,-0.04048242994076722,sapD
b1297,5.836524316299551,-0.49715523634059494,puuA
b1299,5.84468365789894,-0.5323409887948445,puuR
b1304,6.825275176417316,-0.1971561147508229,pspA
b1308,6.890729790112745,-0.42003725500134886,pspE
b1325,5.76199624162886,-0.449018402144999,ycjG
b1326,6.420099065422465,-0.401351950991203,mpaA
b1329,6.1327512682373255,-0.38539883786315654,mppA
b1332,9.023868793389546,-0.39472608816668286,ynaJ
b1333,8.652242856032196,-0.06189914310465463,uspE
b1334,9.492461100569017,-0.32845198177755525,fnr
b1342,5.87736484753144,-0.2346313229356009,zntB
b1344,6.775750439090213,-0.13496163366345643,ttcA
b1356,8.16793807066593,-0.38036407050173066,racR
b1376,8.693238651506261,-0.19768562053619929,uspF
b1400,5.78544386630818,-0.23157944083032933,paaY
b1402,5.998366707310237,-0.07934724950675336,insD-2
b1403,6.232179021416822,-0.18878412097248043,insC-2
b1414,6.93680064489161,-0.24463806206692257,ydcF
b1415,8.479647726993504,-0.47625116701361214,aldA
b1422,6.78472370410309,-0.4236474707894351,ydcI
b1424,7.12313940953081,-0.24603205136139333,opgD
b1426,6.776986864104364,-0.4631260463474216,ydcH
b1427,5.844840313962928,-0.4419821082944394,rimL
b1430,6.749156759326778,-0.23654790910713927,tehB
b1431,7.732134899696841,-0.41243176176585034,ydcL
b1432,5.90257887705891,-0.2991357033403486,insQ
b1435,6.539543070704398,-0.04667625832418954,rlhA
b1448,7.078158385742309,-0.19713796436739692,mnaT
b1452,8.518103867633235,-0.18010347727277615,yncE
b1464,6.141473767328581,-0.1859699239776379,yddE
b1478,6.353734080696887,-0.5175957170929572,adhP
b1479,8.003619790197881,-0.13977010391847575,maeA
b1482,8.19195659364697,-0.522995034371236,osmC
b1491,5.8180328267742745,-0.29899821581998703,yddW
b1492,5.641396342979346,-0.44314396077314677,gadC
b1493,6.026951738169587,-0.4212088436433318,gadB
b1524,5.866122788440393,-0.2172828966883368,glsB
b1529,5.5958445976656765,-0.366708947767173,marC
b1533,5.664388499259191,-0.685270591406975,eamA
b1538,7.084063605844687,-0.15002192853201357,dcp
b1540,6.841932363550695,-0.08290931140181532,ydfH
b1550,6.636412973344373,-0.19649232244705975,gnsB
b1563,6.041436266487237,-0.5023630445536967,relE
b1564,5.6128069100865785,-0.3015437823654969,relB
b1570,8.185604206175075,-0.4093567056544394,dicA
b1583,7.828010597918754,-0.0095361571803624,ynfB
b1585,6.375393171869818,-0.48994147074668914,ynfC
b1594,6.35085138413256,-0.23332420739495685,mlc
b1598,6.431316871270683,-0.48768265087843304,ydgD
b1604,8.229642666538156,-0.17441767839146569,ydgH
b1608,7.578948263559852,-0.25764403725121254,rstA
b1609,6.208925061052707,-0.3503427371633459,rstB
b1611,5.991899875018894,-0.3106391784396612,fumC
b1612,8.238904652912254,-0.25619655936133434,fumA
b1614,8.379481154844838,-0.02408864672196706,ydgA
b1618,6.409315437776182,-0.3650333584327852,uidR
b1619,7.536663279316795,-0.3696575530904128,hdhA
b1624,7.203340078845205,-0.6052460479657711,ydgJ
b1626,6.171300567247448,-0.42006410578144454,ydgK
b1627,6.068898488020523,-0.5541116413412565,rsxA
b1628,6.075257219666106,-0.3737315029003675,rsxB
b1629,6.198240859797778,-0.10867759558237187,rsxC
b1630,5.7665410016322864,-0.15964921453431546,rsxD
b1633,5.6900422355333236,-0.00285225727900261,nth
b1635,7.841866592482992,-0.35609293133314057,gstA
b1640,5.893196058554043,-0.30517535971893184,anmK
b1641,10.382459989574572,-0.19195725536648345,slyB
b1642,7.969947744941974,-0.30202277783475073,slyA
b1646,6.069727307500248,-0.4734211392681396,sodC
b1647,6.976479185142626,-0.3362548465032434,ydhF
b1652,6.230667745101913,-0.06451328645615372,rnt
b1655,6.195341849741694,-0.5379744109042678,mepH
b1658,8.168536793543236,-0.21378520402500392,purR
b1661,9.01930684433234,-0.3093456212174582,cfa
b1663,6.0598001082064465,-0.01412555315425184,mdtK
b1664,7.1427594704388335,-0.2652546895484797,ydhQ
b1667,8.822199615970444,-0.42158468104756336,ydhR
b1678,6.489233616126376,-0.3558101810412199,ldtE
b1680,6.8125860612773295,-0.3930340481948238,sufS
b1681,7.015365955677262,-0.34787352843555563,sufD
b1682,6.521143300570517,-0.38077997786614254,sufC
b1683,6.966545923983439,-0.38383262544835167,sufB
b1684,5.776436732853632,-0.3576246655146674,sufA
b1685,5.725463049319615,-0.26456189462196306,ydiH
b1686,7.33974957166583,-0.3321486965297824,menI
b1687,7.820277311398492,-0.19517797511020385,ydiJ
b1688,6.438775070566098,-0.1326685033740213,ydiK
b1693,6.627169861062157,-0.0425198572286912,aroD
b1702,8.873375199602904,-0.3890088061599193,ppsA
b1703,6.5064286862049645,-0.3122010926501121,ppsR
b1706,6.803741151211239,-0.5264602833391596,ydiU
b1708,7.940719086411664,-0.3548928295046098,nlpC
b1709,6.465453249955128,-0.29911048830333803,btuD
b1710,7.270462080578246,-0.4851576758524041,btuE
b1712,10.068757452567842,-0.4235016035040417,ihfA
b1716,11.57914001203246,-0.14416064692419325,rplT
b1717,8.467627488933333,-0.09746286606067016,rpmI
b1718,12.23940035088923,-0.296350133242522,infC
b1723,7.919294255168944,-0.01291457885928578,pfkB
b1724,6.160605212199898,-0.6004803868294246,ydiZ
b1725,6.820578288712728,-0.4156283677658698,yniA
b1726,6.62288181387503,-0.3982590231856335,yniB
b1732,6.668132047431299,-0.47179575219748854,katE
b1739,8.302710678261269,-0.459554024208392,osmE
b1740,8.512830791835233,-0.03333772091314833,nadE
b1766,6.704254282113749,-0.1314164480927053,sppA
b1767,6.985972789013257,-0.13653633231336798,ansA
b1768,6.747137882361681,-0.04382398727545987,pncA
b1777,7.7419697517624275,-0.3039356058435066,yeaC
b1778,8.025526174633873,-0.42264655300151344,msrB
b1781,5.599623568097972,-0.3739328867192454,yeaE
b1783,7.061149346492534,-0.5296439057561427,yeaG
b1787,6.648241750228834,-0.16310455868353535,yeaK
b1792,5.81144013438297,-0.19078121336976883,yeaO
b1794,7.119812983763045,-0.3687758219137059,dgcP
b1795,7.580824942269587,-0.436212938841634,yeaQ
b1799,5.924570142834875,-0.49572621467892947,dmlR
b1805,6.188207196233244,-0.430410925935288,fadD
b1806,6.4176584019143545,-0.3645437389891315,yeaY
b1807,6.39901310409472,-0.24291915757334712,tsaB
b1809,7.618532670230595,-0.27262864891596916,yoaB
b1813,5.841225249044027,-0.1884535704938877,nudL
b1816,6.016882586275343,-0.16617432518448222,yoaE
b1823,9.0352733062467685,-0.1458971804618601,cspC
b1824,7.550646699096955,-0.25763788617391353,yobF
b1827,7.416034232531341,-0.01024643555563494,kdgR
b1832,7.794935792242303,-0.01986732233405445,msrC
b1834,5.668816208968482,-0.19150242826862152,yebT
b1836,6.308704880600038,-0.6512227066303959,yebV
b1842,5.605429689846656,-0.2719804033998781,holE
b1847,7.530760183607226,-0.3384397505312347,yebF
b1848,6.607750641231053,-0.00383635579779752,yebG
b1860,6.558302737026515,-0.389503195261753,ruvB
b1861,6.733533088478461,-0.356436333232849,ruvA
b1867,6.56376067622756,-0.10293615273285084,yecD
b1869,6.659711688104062,-0.3374793018016933,yecN
b1870,6.985235451097846,-0.01950607331547368,cmoA
b1874,6.773048519506385,-0.37702145249814034,cutC
b1875,6.30243606098284,-0.23211281510651757,yecM
b1891,5.90055418042652,-0.26605244617460927,flhC
b1896,6.705033135535041,-0.5693318749239118,otsA
b1897,5.944434957019572,-0.5712382613038093,otsB
b1902,6.3881925860210105,-0.07893106778197251,ftnB
b1912,7.076873284710724,-0.24903849117264543,pgsA
b1913,6.857665506708519,-0.2943301526809768,uvrC
b1914,7.812280006921865,-0.17866810355869725,uvrY
b1917,6.9122163073764655,-0.03556125232967996,tcyN
b1920,9.699510094294595,-0.3239899778411408,tcyJ
b1923,7.78729742749038,-0.1109796296932997,fliC
b1927,6.6314899019244375,-0.5357139258269408,amyA
b1929,7.721567780224235,-0.0762496087843702,yedE
b1930,5.984265693677917,-0.2311488834306703,yedF
b1961,6.684151915385859,-0.13899066711980065,dcm
b1962,5.899520966754261,-0.2743924932883129,yedJ
b1967,7.039729485812963,-0.3400634971951576,hchA
b1969,6.271744295486741,-0.38842655309984375,hprR
b1976,7.338637237874512,-0.5954731347081854,mtfA
b1981,6.301029478734608,-0.3617294728574983,shiA
b1982,7.775491284416208,-0.372610015754507,amn
b1987,5.876123549950143,-0.3502956945087855,cbl
b1990,6.166457001469533,-0.5059393266643665,ldtA
