gene_name,GCI
accA,0.7791184635450841
accB,0.7646232191339435
accC,0.7823197731314607
accD,0.30159543225351276
aceE,0.048038947652033516
aceF,0.26390917637600775
ackA,0.21422235553701602
acpP,0.15124636353845397
acpS,0.23369069959698405
acrA,0.6815339008499608
acrR,0.06688188714305238
add,0.23999414431115748
ade,0.1443721372489755
adk,0.02601712554669441
agaR,0.009281377716348809
ahpF,0.42617905699850883
alaS,0.1972812778750655
alsB,0.09886467591826045
amiA,0.07134261507302424
amiB,0.1335527850608772
amiC,0.5906660468621756
ampC,0.634617637571352
ansA,0.025679293389544892
ansB,0.6610250856278496
aphA,0.4619575764813185
appC,0.1852350933043891
apt,0.7620061436801507
argS,0.5791733515804618
arnA,0.022052550219780045
aroE,0.12204880233567389
aroK,0.6555232913198054
asnA,0.3159902730424733
asnB,0.02060466968152588
aspA,0.28606599906391345
aspS,0.14988304439343347
asr,0.22734662942027956
atpA,0.0034308802878066313
atpC,0.15400254456318446
atpD,0.17096223028965007
atpE,0.2951990367366789
atpF,0.2762361556207964
atpG,0.10024388542268602
atpH,0.20337687614068117
bamA,0.272830478285996
bamB,0.06411283152248633
bamC,0.2375220080633668
bamD,0.47057122122338463
bcp,0.03935967479722837
bdcR,0.7196021839063886
betB,0.377126904235659
bglX,0.4694129333584898
bhsA,0.11458139895851402
bioB,0.09948998949925013
bioH,0.24978765635658146
birA,0.06523359820776596
blc,0.18713844867489218
bolA,0.524152208822815
borD,0.3844338485499774
btuB,0.24217792827323692
btuR,0.3755535469352365
cbpA,0.08395216987094019
cdd,0.350373616145951
cfa,0.3149557750378325
cgtA,0.12980466824594208
chaA,0.16340698780259222
cheW,0.050390226299227604
cirA,0.008248039595083386
clpA,0.48614634614138164
clpP,0.10033294238272503
clpX,0.6177757412124347
cmk,0.36208242551756936
cmoB,0.6710060526144043
cnu,0.7607081747136177
coaA,0.27366654570184495
creB,0.06878370066504362
crl,0.5949519809892206
csdA,0.42091703481509884
csiD,0.08665224520574519
cspA,0.7305532196203847
cspC,0.5661046835323245
cspE,0.5131857054124305
csrA,0.3970582872306003
cutC,0.011059369256635785
cyaY,0.12426841897878196
cyoA,0.37310480811973795
cyoB,0.18647278517080818
cyoD,0.532613957886889
cysS,0.3399493828072427
dacA,0.5208124745899337
dacB,0.29224766898206617
dadA,0.7066102586731733
dadX,0.3903819613546815
damX,0.06186632279138847
dapB,0.002043868872370804
dapD,0.001954322588692589
dapE,0.2720253973284641
dcrB,0.6181667128502701
dcuA,0.051205338431422026
ddlA,0.8483426868480908
ddlB,0.06315860829955697
deaD,0.7513626946225366
dedD,0.30670208462211396
def,0.6254767262246986
deoA,0.5394864139920146
deoB,0.24551859226421022
deoC,0.5536782568906667
deoD,0.7812186265745803
dhaL,0.10394384487242665
dhaM,0.4098259101824369
dinI,0.6608710280152796
dinJ,0.12778236744298999
dksA,0.8099788461211391
dmsA,0.4757946448270489
dmsD,0.2945301979077227
dnaB,0.40906670609537454
dnaE,0.12522460758655385
dnaJ,0.615994788626839
dnaK,0.6981710963752459
dnaN,0.2293862565745561
dnaQ,0.39828871641837904
dnaT,0.4785184032032454
dsbA,0.11081818582187072
dsbB,0.097862992388009315
dsbC,0.4206765849687431
dsbG,0.39159598701143733
